Year,Date,Host,City,Venue,Rank,University,Country,Team,Contestant 1,Contestant 2,Contestant 3,Gold,Silver,Bronze,Honorable,Score,Total,Score Percentage,Penalty,Prize
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,113,Uzhgorod National University,Ukraine,UzhNU_OLDS,Illia Kryvoviaz,Ivan Fekete,Yaroslav Bulyna,False,False,False,True,3,11,0.27,565,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,114,Bina Nusantara University,Indonesia,Proof by... forgor,Luis Anthonie Alkins,Owen Djonatan,Richard Alison,False,False,False,True,3,11,0.27,661,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,115,Al-Azhar University,Egypt,I'm once again asking for a DP problem,Ahmad Abdulrahman,Ahmad Almaghraby,Ahmed Magdy,False,False,False,True,2,11,0.18,116,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,116,Universidad Autónoma de Nuevo Leon,Mexico,TriAda,Angel Alejandro Aleman Alegre,Angel Manuel Tapia Avitia,Oscar Alejandro Morales Almaguer,False,False,False,True,2,11,0.18,238,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,117,Applied Science Private University,Jordan,CPX,Ayoub Abuasbeh,Belal Malabeh,,False,False,False,True,2,11,0.18,248,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,118,Higher Institute for Applied Sciences and Technology,Syria,BUGABOO,Ghaffar Daher,Mohamad Al Aswad,Molham Arabia,False,False,False,True,2,11,0.18,274,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,119,Ho Chi Minh City International University,Viet Nam,HCMIU_ThinkingTourists,Lam Quoc Dinh,Trung Duc Luu,Xuan Tung Nguyen,False,False,False,True,2,11,0.18,309,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,120,Cairo University - Faculty of Computers and Artificial Intelligence,Egypt,GG Well Played,Mahmoud Rashad,Waleed Abdelhakim,Youssef Saeed,False,False,False,True,2,11,0.18,328,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,121,The British University in Egypt,Egypt,Falling Recursively,Ahmed Tammaa,Amro Sherif,Khaled Ahmed,False,False,False,True,1,11,0.09,30,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,122,Tishreen University,Syria,You'll Never WA Alone,Mohammad Bakkar,Mohammad Idris,Rabeeh Jouni,False,False,False,True,1,11,0.09,31,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,123,Universidade Federal do Rio de Janeiro,Brazil,"desCE ouTro BaLÃo, MelAnCia!!@!1! ",Christopher Ciafrino,Lucas Melick,Vinicius Proença,False,False,False,True,1,11,0.09,42,
2022,2024-04-18,Egypt,Luxor,Jolie Ville Resort & SPA Kings Island Luxor,124,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Pakistan,Pentateuch,Ashar Tanveer,Muhammad Zulfiqar Ali,Omar Kashif Majeed,False,False,False,True,1,11,0.09,171,
