Year,Date,Host,City,Venue,Rank,University,Country,Team,Contestant 1,Contestant 2,Contestant 3,Gold,Silver,Bronze,Honorable,Score,Total,Score Percentage,Penalty,Prize
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,129,Indian Institute of Technology - Patna,India,MEX Offenders,Aryaman Amitabh,Harshit Singh,Mayank Kumar,False,False,False,True,2,12,0.17,355,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,130,Instituto Tecnológico de Costa Rica campus Alajuela,Costa Rica,TEC - Silla,Anthony Josue Rojas Fuentes,Maximilian Latysh,Santiago Ramos Arroyo,False,False,False,True,2,12,0.17,357,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,131,Indian Institute of Technology - Guwahati,India,cns_lena_chahiye_tha,Anindya Vijayvargeeya,Dhruv Somani,Vikram Singla,False,False,False,True,2,12,0.17,386,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,132,Princess Sumaya University for Technology,Jordan,Barely Legal,Abdelaziz Hamdan,Laith AL-Saqqa,Motasem AL-Kaed,False,False,False,True,2,12,0.17,435,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,133,Carnegie Mellon University in Qatar,Qatar,Andrey+2,Andrey Genze,Gulnaz Serikbay,Thang Bui-Nguyen,False,False,False,True,2,12,0.17,489,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,134,University of Maryland,United States,UMD WHITE,Cheng-Yuan Lee,Colin Galen,Shayan Chashm Jahan,False,False,False,True,2,12,0.17,497,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,135,SDU University,Kazakhstan,SDU 4 - InParis,Azamat Kozhakov,Dauren Maskeugaliyev,Ibrahim Serkebay,False,False,False,True,2,12,0.17,557,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,136,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Pakistan,AC47,Hamza Hasan Ellahie,Mujtaba Omar,Syed Basim Mehmood,False,False,False,True,2,12,0.17,578,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,137,Tishreen University,Syria,Underagat,Elias Obeid,Helal Salloum,Osama Saleh,False,False,False,True,2,12,0.17,605,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,138,Universidade de São Paulo - Campus de São Carlos,Brazil,que time é teu?,Dikson Santos,Kenzo Nobre,Thiago Queiroz,False,False,False,True,2,12,0.17,652,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,139,Damascus University,Syria,vector.pop_corn,Ahmad Hamoudeh,Ismail Alrifai,Mhd Yaser Harba,False,False,False,True,2,12,0.17,745,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,140,ITESM Campus Guadalajara,Mexico,Borregos Salvajes,Carlos David Amezcua Canales,Germán Andrés Jaramillo Ramírez,Karla Rebeca Munguía Romero,False,False,False,True,1,12,0.08,85,
2024,2024-09-19,Kazakhstan,Astana,Astana EXPO,141,Kabul University,Afghanistan,Constructor,Ali Baba Hussaini,Ghulam Reza Merzaie,Mohammad Anwar Hussaini,False,False,False,True,0,12,0.0,0,
